2/4/14,Bass Drum of Death,Union Pool,spotify:track:5lg0mroI3mxL4VYLTOnXiU
2/4/14,This is Head,Cake Shop,spotify:track:6uRyY0aHPXEqvV1fiRn7Iq
2/4/14,Young & Sick,Baby’s All Right,spotify:track:7FqJW5Xa8xdtQFSYcdkGp0
2/5/14,2 Chainz / Pusha T,Roseland Ballroom,spotify:track:4qikXelSRKvoCqFcHLB2H2
2/5/14,Metronomy,Music Hall of Williamsburg <- New album ‘Love Letters’ out in March...listen to the first single...was a big fan of their last album ‘The English Riviera’,spotify:track:3b4GWSS7QnzRKqH0mEYcFH
2/5/14,Brazilian Girls,Highline Ballroom,spotify:track:0nghE8iUqF4SkTaMqQNxiG
2/5/14,Bass Drum of Death,Union Pool,spotify:track:5lg0mroI3mxL4VYLTOnXiU
2/5/14,Wild Feathers,Rought Trade NYC,spotify:track:2jpCeGbbVGYu7utG7O4h4J
2/6/14,Lanterns on the Lake,Mercury Lounge (Early),spotify:track:1eO3DQcsJsZtGQbbuSYeUF
2/6/14,Blood Orange,Webster Hall <- his album ‘Cupid Deluxe’ been getting some crtics and bloggers praise  ,spotify:track:3UNPA9XgUNAStNazmC67yF
2/6/14,The Hold Steady,Music Hall of Williamsburg ← look for new tunes and a rowdy crowd,spotify:track:3ZRqkpxoHz4Usv91pYU2Zt
2/6/14,Beatles Tribute,"Apollo Theater ← Lloyd Price, Dee Dee Bridgewater, Bettye LaVette, Patti Austin & more",spotify:track:66AdsR6hDPlQxkASDqtRvK
2/6/14,Future Islands,Bowery Ballroom,spotify:track:189gb58kHUdS5MdLBcz18f
2/6/14,Ovlov,Silent Barn,spotify:track:6BAT0tlaZvdoCGYZfMgFaT
2/6/14,Peter Walker,Babys All Right,spotify:track:2i8xeiEK8q9ed0GKQV5CLR
2/6/14,Bustle In Your Hedgerow,Brooklyn Bowl <- Some nice Zep covers….,spotify:track:556wgdjUk16NDWfHqaOWCM
2/7/14,Lake Street Dive,Zankel Hall (Carnegie),spotify:track:2xgGUdYsBvZvKqbHWs4HyV
2/7/14,Lord Huron,Terminal 5 <- read my Bloomberg review of his show at Webster Hall  ,spotify:track:33onVefa4PMs8b705pKRGz
2/7/14,Lanterns on the Lake,Baby’s All Right  ,spotify:track:1eO3DQcsJsZtGQbbuSYeUF
2/7/14,Moe.,Capitol Theater <- Wetlands 25th Anniversary ,spotify:track:0MHeuCfJwn55wfFP9KC8FY
2/7/14,Mission of Burma,Bell House,spotify:track:5QAQxxN163HxD1uU0BrMYM
2/7/14,John Talabot / Sh*t Robot,SRB Brooklyn,spotify:track:33VEXQqkYTRwsRNtgXNSKk
2/7/14,Lauryn Hill,Count Basie Theater <- Will it be postponed again???,spotify:track:2Uu8IiLkLY0UXhCHka4Dlr
2/7/14,Bustle In Your Hedgerow,Brooklyn Bowl <- Some nice Zep covers….,spotify:track:556wgdjUk16NDWfHqaOWCM
2/8/14,Moe.,Capitol Theater <- Wetlands 25th Anniversary ,spotify:track:0MHeuCfJwn55wfFP9KC8FY
2/8/14,The Stepkids,Brooklyn Bowl,spotify:track:0FXltj9362CO8TboEZFmML
2/8/14,Crystal Stilts,"165 Banker St, Brooklyn <- Brooklyn Night Bazaar",spotify:track:0MkildndBWPKodh0k6Ly20
2/8/14,The Range,Baby’s All Right,spotify:track:6V50MyHPGhEmwYu0Wdyf0t
2/8/14,Woodsman,Death By Audio,spotify:track:7kv3IS1eNV1fdMdj06FsRG
2/8/14,Ava Luna,Apollo Theater Cafe,spotify:track:1jcz0vmc5OAO4fEBOhe1vB
2/10/14,Eric Bibb,Highline Ballroom,spotify:track:7rphDmPtaLsPMLxxtc7nQY
2/12/14,††† (Crosses),Santos Party House,spotify:track:5gf6t8j49qayhwrnd05uLI
2/13/14,††† (Crosses),Music Hall of Williamsburg,spotify:track:5gf6t8j49qayhwrnd05uLI
2/14/14,Black Girls,Mercury Lounge (Early),spotify:track:5xu6vyxtn5sr8KO0pJ8NfX
2/16/14,Juan Wauters,Baby’s All Right,spotify:track:0oqzhihFWOB6bv5F2uthA9
2/18/14,Vic Mensa,SOBs,spotify:track:0ykDCKXBs5onPLJ5gaHqly
2/20/14,Sondre Lerche,Baby’s All Right,spotify:track:2wU8qDKGhb8v36gNjcvKOq
2/20/14,RJD2,Brooklyn Bowl,spotify:track:5Nn2Dj7OQsGL6pgQ9iIzPp
2/25/14,I Respect Music,"Le Poisson Rouge ← David Byrne, Mike Mills, Marc Ribot & More...Free with rsvp@lprnyc.com",spotify:track:148uKIQbjoTmkzcYcJi9Dl
3/3/14,Rhett Miller,City Winery,spotify:track:73n156MeV3oPzYq9kd6QXo
3/11/14,Xenia Rubinos,Mercury Lounge (Late),spotify:track:24PouddjAb3VeBVlhiDzsC
3/12/14,Elvis Costello & The Roots,Capitol Theater,spotify:track:7iA7bCM3m15Bnv0U6l1jLG
3/17/14,Russian Red,Mercury Lounge (Late) ← “Known by many as the Spanish Feist…”,spotify:track:6bxlOrQv6kcxy51KUPXN88
3/21/14,Boombox,Bowery Ballroom,spotify:track:1Q4WBQxuanGSx0LRzdkYnl
3/21/14,Anamanaguchi,"165 Banker St, Brooklyn ← Brooklyn Night Bazaar",spotify:track:1EsdqTsiQPaUJ82iy7KfS1
3/22/14,Freddie Gibbs / Madlib,Gramercy Theater <- Check out Freddie Gibbs & Madlib,spotify:track:5TyKr022WpG1gTQgVPu27H
3/22/14,Elysian Fields,Rough Trade NYC,spotify:track:17jB9l5pzarLPbvYTTBWvF
3/23/14,Rough Francis,Grand Victory,spotify:track:4hGxZhRScH5ndsYq6FLzT3
3/25/14,Robert Randolph & Family Band,Brooklyn Bowl,spotify:track:4a8mshDjwAIwNcgDvCtMMa
3/31/14,Joe Louis Walker,BB King’s,spotify:track:2lpO1Bp5EMdosb9AJxNfN5
4/1/14,Robert Randolph & Family Band,Brooklyn Bowl,spotify:track:4a8mshDjwAIwNcgDvCtMMa
4/2/14,Keb’ Mo’,BB King’s,spotify:track:3tvyQCSm1QcWURgGvygvke
4/2/14,Phil Lesh & Friends,Capitol Theater,spotify:track:5CjHm708pk1wvw5A9i2ZGZ
4/3/14,Kevin Drew of Broken Social Scene,"Bowery Ballroom ← Solo album ‘Darlings’ is out on March 18th...lead single, “Good Sex”",spotify:track:4vHEznc8ANLzspegynjqqf
4/3/14,Phil Lesh & Friends,Capitol Theater,spotify:track:5CjHm708pk1wvw5A9i2ZGZ
4/4/14,Mike Gordon,Tarrytown Music Hall  ,spotify:track:4GVDm5jX8lErsltv18TXhM
4/4/14,Phil Lesh & Friends,Capitol Theater,spotify:track:5CjHm708pk1wvw5A9i2ZGZ
4/5/14,Dean Wareham,Bowery Ballroom ← Jim James produced his solo album due out March 11th,spotify:track:262VGjWI4AjKGhVre2nvUZ
4/5/14,Phil Lesh & Friends,Capitol Theater,spotify:track:5CjHm708pk1wvw5A9i2ZGZ
4/8/14,Robert Randolph & Family Band,Brooklyn Bowl ,spotify:track:4a8mshDjwAIwNcgDvCtMMa
4/9/14,Phil Lesh & Friends,Capitol Theater  ,spotify:track:5CjHm708pk1wvw5A9i2ZGZ
4/10/14,Trust,Le Poisson Rouge ← New album ‘Joyland’ out March 4th...listen to the single “Rescue Me”,spotify:track:0GO8y8jQk1PkHzS31d699N
4/10/14,Phil Lesh & Friends,Capitol Theater,spotify:track:5CjHm708pk1wvw5A9i2ZGZ
4/10/14,Flight Facilities,Highline Ballroom,spotify:track:0ekII9O2RfHOivSRY9Bn1U
4/11/14,Phil Lesh & Friends,Capitol Theater,spotify:track:5CjHm708pk1wvw5A9i2ZGZ
4/12/14,Phil Lesh & Friends,Capitol Theater,spotify:track:5CjHm708pk1wvw5A9i2ZGZ
4/16/14,The Mowgli’s,Bowery Ballroom,spotify:track:2eQOMQkStoRUQyq6HGh1iG
4/18/14,Marco Benevento,Subculture Arts Underground (Early / Late),spotify:track:2ITd0tz6W2BbVZ215ywgJX
4/20/14,Holly Golightly & The Brokeoffs,Rough Trade NYC,spotify:track:4moxQk7exM3mVxDB1TaAEq
